MODEL,REACH,MARKETING_NAME,VENDOR,PRICE_RELEASED,YEAR_RELEASED,MONTH_RELEASED,TIME_RELEASED,DIAGONAL_SCREEN_SIZE,CAMERA_PIXELS,DISPLAY_HEIGHT,DISPLAY_WIDTH,AGE,Cluster_km7,Cluster_km8,Cluster_km10,Cluster_km12,Cluster_hclust7,Cluster_hclust8,Cluster_hclust10,Cluster_hclust12,ClusterScrCam_km7,ClusterScrCam_km8,ClusterScrCam_km10,ClusterScrCam_km12,ClusterScrCam_hclust7,ClusterScrCam_hclust8,ClusterScrCam_hclust10,ClusterScrCam_hclust12,ClusterScr_km7,ClusterScr_km8,ClusterScr_km10,ClusterScr_km12,ClusterScr_hclust7,ClusterScr_hclust8,ClusterScr_hclust10,ClusterScr_hclust12
LT30at,37,xperia tl,sony,350.0,2012.0,11.0,2012.916666666667,4.55,13.0,1280.0,720.0,4.249999999999773,2,6,7,4,1,0,4,0,4,0,8,1,3,3,3,3,5,2,3,6,5,5,5,2
RM-1074,37,lumia 640 xl,microsoft,150.0,2015.0,4.0,2015.333333333333,5.7,13.0,1280.0,720.0,1.8333333333337123,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
Z717VL,37,citrine lte,zte,50.0,2016.0,6.0,2016.5,4.0,5.0,800.0,480.0,0.6666666666667425,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
E560,37,sky mini,coolpad,130.0,2015.0,3.0,2015.25,4.7,8.0,960.0,540.0,1.9166666666667425,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
SCH-R530M,37,galaxy s3 lte,samsung,150.0,2012.0,10.0,2012.833333333333,4.8,8.0,1280.0,720.0,4.333333333333712,4,7,4,3,0,1,9,9,3,7,8,9,5,5,0,10,3,6,1,8,3,1,4,1
KIW-TL00,37,honor 5x,huawei,300.0,2015.0,11.0,2015.916666666667,5.5,13.0,1920.0,1080.0,1.2499999999997726,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
Studio Energy 2,37,studio energy 3,blu,140.0,2015.0,10.0,2015.833333333333,5.0,8.0,1280.0,720.0,1.3333333333337123,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-G9308,37,galaxy s7,samsung,850.0,2016.0,9.0,2016.75,5.1,12.0,2560.0,1440.0,0.41666666666674246,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,11
SM-J100MU,37,galaxy j1,samsung,110.0,2015.0,2.0,2015.166666666667,4.3,5.0,800.0,480.0,1.9999999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
Benefit M5 Plus,37,benefit m5 plus,ark,420.0,2015.0,12.0,2016.0,5.0,5.0,854.0,480.0,1.1666666666667425,0,0,5,5,6,6,6,6,2,1,6,6,1,1,1,0,2,0,7,7,0,3,3,3
D722AR,37,g3 beat,lg,190.0,2014.0,8.0,2014.666666666667,5.0,13.0,1280.0,720.0,2.4999999999997726,2,6,1,4,1,0,4,0,1,2,3,4,4,4,4,1,6,5,4,1,2,2,2,0
SGP641,37,xperia z3 tablet,sony,380.0,2014.0,11.0,2014.916666666667,8.0,8.0,1200.0,1920.0,2.2499999999997726,0,0,5,5,6,6,6,6,0,6,9,10,2,2,9,9,1,3,6,10,1,0,0,10
SM-J120W,37,galaxy j1 (2016),samsung,130.0,2016.0,1.0,2016.083333333333,4.5,5.0,800.0,480.0,1.0833333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-A7009,36,galaxy a7,samsung,370.0,2015.0,2.0,2015.166666666667,5.5,13.0,1920.0,1080.0,1.9999999999997726,2,6,7,6,1,0,4,0,1,2,1,1,3,3,3,3,2,0,7,7,0,3,3,3
H30-L01M,36,honor 3c,huawei,200.0,2014.0,6.0,2014.5,5.0,8.0,1280.0,720.0,2.6666666666667425,1,1,4,7,5,5,5,5,2,1,4,5,1,1,1,0,6,5,4,1,2,2,2,0
SM-J700P,36,galaxy j7,samsung,250.0,2016.0,6.0,2016.5,5.5,13.0,1280.0,720.0,0.6666666666667425,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
Cynus E1,36,cynus e1,mobistel,180.0,2013.0,,2013.5,3.5,3.0,480.0,320.0,3.6666666666667425,1,1,0,11,0,1,3,1,3,7,0,3,0,0,5,11,3,5,5,8,3,1,4,1
SM-P555L,36,galaxy tab a 9.7,samsung,370.0,2015.0,,2015.5,9.7,5.0,1024.0,768.0,1.6666666666667425,0,0,5,5,6,6,6,6,0,6,9,10,2,2,9,9,1,3,6,10,1,0,0,10
Pro 7,36,pro 7,jlab,270.0,2014.0,2.0,2014.166666666667,7.0,0.3,600.0,1024.0,2.9999999999997726,1,1,0,11,0,1,3,1,6,3,2,0,2,2,2,4,1,4,0,4,1,0,0,4
D816w,36,desire 816 dual sim,htc,250.0,2014.0,5.0,2014.416666666667,5.5,13.0,1280.0,720.0,2.7499999999997726,2,6,7,4,1,0,4,0,1,2,3,1,4,4,4,1,2,0,4,1,6,6,6,6
SM-G7109,36,galaxy grand 2 cdma,samsung,260.0,2014.0,10.0,2014.833333333333,5.25,8.0,1280.0,720.0,2.3333333333337123,5,0,5,7,5,5,5,5,2,1,4,6,1,1,1,0,2,0,4,1,6,6,6,6
DAV-703L,36,p8max,huawei,500.0,2015.0,7.0,2015.583333333333,6.8,13.0,1920.0,1080.0,1.5833333333337123,6,3,2,8,4,4,0,4,5,4,7,8,3,3,3,3,4,1,9,0,1,0,0,10
SHW-M340K,36,galaxy m style,samsung,160.0,2012.0,9.0,2012.75,4.0,3.15,800.0,480.0,4.4166666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,8,3,1,9,9
A390t,36,a390t,lenovo,70.0,2013.0,8.0,2013.666666666667,4.0,5.0,800.0,480.0,3.4999999999997726,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,2,2,2,0
H343,35,risio,lg,160.0,2015.0,6.0,2015.5,4.5,5.0,854.0,480.0,1.6666666666667425,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,2,2,2,0
GT-I9210T,35,galaxy s2 lte,samsung,200.0,2011.0,11.0,2011.916666666667,4.51,8.0,800.0,480.0,5.249999999999773,4,7,3,3,0,1,3,1,3,7,5,9,5,5,0,10,3,6,1,3,3,1,9,9
E986,35,optimus s pro,lg,400.0,2013.0,4.0,2013.333333333333,5.5,13.0,1920.0,1080.0,3.8333333333337123,2,6,7,2,1,0,4,0,4,0,1,1,3,3,3,3,5,2,3,6,6,6,6,6
A19,35,a19,celkon,130.0,2012.0,7.0,2012.583333333333,4.0,5.0,800.0,480.0,4.583333333333712,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
GT-C3312R,35,rex 60,samsung,300.0,2013.0,6.0,2013.5,2.79,1.3,320.0,240.0,3.6666666666667425,0,5,8,9,0,1,3,1,3,7,5,11,0,7,7,7,3,6,1,6,5,5,5,2
A177,35,canvas juice,micromax,90.0,2014.0,12.0,2015.0,5.0,2.0,854.0,480.0,2.1666666666667425,1,2,0,11,2,2,2,2,2,5,4,5,1,1,1,0,0,7,2,9,2,2,2,0
K550,35,stylus 2 plus,t-mobile,360.0,2016.0,7.0,2016.583333333333,5.7,13.0,1280.0,720.0,0.5833333333337123,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
Sky Nano,35,sky nano,skyphone,430.0,2013.0,1.0,2013.083333333333,4.7,5.0,1280.0,720.0,4.083333333333712,0,5,8,9,0,1,3,1,4,0,6,11,0,7,7,7,5,2,3,6,6,6,6,6
SM-A710M,35,galaxy a7 duos lte,samsung,460.0,2016.0,12.0,2017.0,5.5,13.0,1920.0,1080.0,0.16666666666674246,6,3,2,6,4,4,0,4,5,4,7,8,6,6,6,6,4,1,7,7,0,3,3,3
E445,35,optimus l4 ii dual,lg,110.0,2013.0,7.0,2013.583333333333,3.8,3.15,480.0,320.0,3.5833333333337123,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
Studio 6.0 HD,35,studio 6.0 hd,blu,180.0,2014.0,4.0,2014.333333333333,6.0,8.0,1280.0,720.0,2.8333333333337123,1,1,4,7,5,5,5,5,2,1,8,6,5,5,0,2,6,5,4,1,2,2,2,0
Y28L,35,y28l,vivo,100.0,2015.0,12.0,2016.0,4.7,8.0,960.0,540.0,1.1666666666667425,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
Note 2 LTE,35,note 2 lte,infinix,500.0,2015.0,11.0,2015.916666666667,5.9,13.0,1280.0,720.0,1.2499999999997726,6,3,2,8,4,4,0,4,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
Note 3,35,note 3,infinix,220.0,2016.0,2.0,2016.166666666667,6.0,13.0,1920.0,1080.0,0.9999999999997726,3,4,1,1,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,7,7,7
F3213,35,xperia xa ultra,sony,380.0,2016.0,7.0,2016.583333333333,6.0,16.0,1920.0,1080.0,0.5833333333337123,3,4,9,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
S8-306L,35,mediapad m1 8.0,huawei,300.0,2014.0,5.0,2014.416666666667,8.0,5.0,1280.0,800.0,2.7499999999997726,0,0,5,7,2,2,2,2,0,6,9,10,2,2,2,4,1,3,6,10,1,0,0,4
SM-N9106W,34,galaxy note 4,samsung,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,6,3,2,2,3,7,7,3,5,4,1,8,3,3,3,3,4,1,9,5,4,4,1,5
SPH-L710T,34,galaxy s3 td-lte,samsung,280.0,2014.0,10.0,2014.833333333333,4.8,8.0,1280.0,720.0,2.3333333333337123,0,0,5,7,5,5,5,5,2,1,4,6,5,5,0,2,2,0,4,1,2,2,2,0
SM-A7108,34,galaxy a7 (2016),samsung,530.0,2016.0,12.0,2017.0,5.5,13.0,1920.0,1080.0,0.16666666666674246,6,3,2,8,4,4,0,4,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
P55 Novo,34,p55 novo,panasonic,100.0,2015.0,11.0,2015.916666666667,5.3,13.0,1280.0,720.0,1.2499999999997726,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SHW-M570S,34,galaxy core advance,samsung,230.0,2014.0,10.0,2014.833333333333,4.6,5.0,800.0,480.0,2.3333333333337123,5,0,5,7,2,2,2,2,2,1,4,5,1,1,1,0,6,5,4,1,0,3,3,3
Lifetab S785X,34,lifetab s785x,medion,260.0,2014.0,9.0,2014.75,7.8,4.8,768.0,1024.0,2.4166666666667425,1,0,5,7,2,2,2,2,0,6,9,0,2,2,2,4,1,3,0,4,1,0,0,4
SM-G850FQ,34,galaxy alpha,samsung,450.0,2014.0,9.0,2014.75,4.7,12.0,1280.0,720.0,2.4166666666667425,6,3,7,2,1,0,4,0,5,4,1,1,3,3,3,3,5,1,3,5,6,6,6,6
GT-I9070P,34,galaxy s advance,samsung,150.0,2012.0,4.0,2012.333333333333,4.0,5.0,800.0,480.0,4.833333333333712,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
6030D,34,one touch idol,alcatel,100.0,2013.0,10.0,2013.833333333333,4.7,8.0,960.0,540.0,3.3333333333337123,1,1,4,7,0,1,9,9,2,5,0,5,5,5,0,10,6,5,5,8,3,1,4,1
SM-G530BT,34,galaxy grand prime,samsung,150.0,2014.0,10.0,2014.833333333333,5.0,8.0,960.0,540.0,2.3333333333337123,5,2,6,7,5,5,5,5,2,1,4,2,1,1,1,0,6,7,2,9,2,2,2,0
H736,34,g4s lte,lg,190.0,2015.0,8.0,2015.666666666667,5.2,8.0,1920.0,1080.0,1.4999999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,3,3,3
SHW-M240S,34,galaxy ace,samsung,370.0,2011.0,,2011.5,3.5,5.0,480.0,320.0,5.6666666666667425,4,5,8,9,0,1,3,1,3,7,5,11,0,7,7,7,3,6,1,3,5,5,5,2
SM-T377W,33,galaxy tab e lte,samsung,370.0,2016.0,,2016.5,8.0,5.0,1280.0,800.0,0.6666666666667425,5,0,5,5,6,6,6,6,0,6,9,10,2,2,9,9,1,3,6,10,1,0,0,10
X5M,33,x5m,vivo,430.0,2015.0,3.0,2015.25,5.0,13.0,1280.0,720.0,1.9166666666667425,6,3,7,2,1,0,4,0,5,4,1,1,3,3,3,3,2,1,7,5,0,3,3,3
A120,33,alfa,karbonn,110.0,2015.0,5.0,2015.416666666667,5.0,8.0,1280.0,720.0,1.7499999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
Y360-U03,33,ascend y360,huawei,90.0,2015.0,6.0,2015.5,4.0,5.0,854.0,480.0,1.6666666666667425,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
SM-T357W,33,sm-t357w,samsung,350.0,2015.0,6.0,2015.5,9.7,5.0,1024.0,768.0,1.6666666666667425,0,0,5,5,6,6,6,6,0,6,9,10,2,2,9,9,1,3,6,10,1,0,0,10
6033X,33,one touch idol ultra,alcatel,100.0,2013.0,10.0,2013.833333333333,4.65,8.0,1280.0,720.0,3.3333333333337123,1,1,4,7,0,1,9,9,2,5,0,5,5,5,0,10,6,5,5,8,3,1,4,1
K332,33,k7 lte,lg,110.0,2016.0,2.0,2016.166666666667,5.0,5.0,854.0,480.0,0.9999999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
K90,33,k90,kingpad,360.0,2015.0,4.0,2015.333333333333,9.0,2.0,600.0,1024.0,1.8333333333337123,0,0,5,5,6,6,6,6,0,6,9,10,2,2,9,9,1,3,6,10,1,0,0,10
GT-I9082I,33,galaxy grand duos,samsung,180.0,2013.0,1.0,2013.083333333333,5.0,8.0,800.0,480.0,4.083333333333712,4,7,4,3,0,1,9,9,4,0,8,9,5,5,0,10,6,5,4,8,3,1,4,1
T84,33,telstra tough max,telstra,270.0,2015.0,11.0,2015.916666666667,4.7,13.0,1280.0,720.0,1.2499999999997726,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
SM-G900R7,33,galaxy s5,samsung,480.0,2014.0,4.0,2014.333333333333,5.1,16.0,1920.0,1080.0,2.8333333333337123,6,3,7,2,1,0,8,8,5,4,1,1,3,3,3,3,5,1,3,5,4,4,1,5
SM-G920T1,33,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,6,3,2,8,3,7,7,3,5,4,1,8,3,3,3,3,4,1,9,5,4,4,1,5
SM-G9209,33,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,6,3,2,8,3,7,7,3,5,4,1,8,3,3,3,3,4,1,9,5,4,4,1,5
Y560-L02,33,y5,huawei,110.0,2015.0,6.0,2015.5,4.5,5.0,854.0,480.0,1.6666666666667425,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,2,2,2,0
A101,33,a101,acer,260.0,2012.0,5.0,2012.416666666667,7.0,5.0,1024.0,600.0,4.749999999999773,4,7,8,9,0,1,3,1,6,3,2,7,2,2,2,4,1,4,8,2,1,0,8,8
A7-30F,33,tab 2,lenovo,90.0,2015.0,1.0,2015.083333333333,7.0,2.0,600.0,1024.0,2.0833333333337123,5,2,0,11,2,2,2,2,6,3,2,0,2,2,2,5,1,3,0,4,1,0,0,4
Iris Fuel 50,33,iris fuel 50,lava,100.0,2014.0,10.0,2014.833333333333,5.0,8.0,854.0,480.0,2.3333333333337123,5,2,6,7,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
D5316,33,xperia t2 ultra,sony,280.0,2014.0,3.0,2014.25,6.0,13.0,1280.0,720.0,2.9166666666667425,2,6,7,4,1,0,4,0,1,2,1,1,4,4,4,1,5,2,4,1,6,6,6,6
SM-G600S,32,galaxy wide,samsung,180.0,2016.0,11.0,2016.916666666667,5.5,8.0,1280.0,720.0,0.24999999999977263,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
C6906,32,xperia z1,sony,330.0,2013.0,9.0,2013.75,5.0,20.7,1920.0,1080.0,3.4166666666667425,2,6,9,10,1,0,8,8,1,2,1,1,3,3,3,3,5,2,3,6,6,6,6,6
Zenfone 2E,32,zenfone 2e,asus,450.0,2015.0,7.0,2015.583333333333,5.0,8.0,1280.0,720.0,1.5833333333337123,0,0,5,5,6,6,6,6,5,4,6,6,1,1,1,0,4,1,7,5,0,3,3,3
9380,32,curve touch,blackberry,120.0,2011.0,12.0,2012.0,3.2,5.0,480.0,360.0,5.1666666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
SCH-I879,32,galaxy grand,samsung,350.0,2013.0,8.0,2013.666666666667,4.99,8.0,800.0,480.0,3.4999999999997726,0,5,8,9,6,6,6,6,4,0,6,6,5,5,0,2,5,2,3,6,6,6,6,6
E481,32,canvas 5,micromax,170.0,2015.0,11.0,2015.916666666667,5.2,13.0,1080.0,1920.0,1.2499999999997726,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
JY-F1,32,jy-f1,jiayu,230.0,2014.0,1.0,2014.083333333333,4.0,5.0,800.0,480.0,3.0833333333337123,1,1,0,7,2,2,2,2,3,5,0,5,0,0,5,11,6,5,5,8,2,2,2,0
F470S,32,f470s,lg,360.0,2014.0,12.0,2015.0,5.0,8.0,1280.0,720.0,2.1666666666667425,0,0,5,5,6,6,6,6,4,0,6,6,1,1,1,0,2,0,7,5,6,6,6,6
F120L,32,optimus lte tag,lg,130.0,2012.0,,2012.5,4.3,5.0,800.0,480.0,4.6666666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
SGH-T889V,32,galaxy note 2,samsung,370.0,2012.0,,2012.5,5.5,8.0,1280.0,720.0,4.6666666666667425,0,5,8,9,0,1,3,1,4,0,8,9,5,5,0,2,5,2,3,6,5,5,5,2
L-05D,32,l-05d,docomo,110.0,2012.0,9.0,2012.75,4.0,8.2,800.0,480.0,4.4166666666667425,4,7,3,3,0,1,9,9,3,7,5,3,5,5,0,10,3,6,1,8,3,1,9,9
A7-30H,32,tab 2,lenovo,90.0,2015.0,1.0,2015.083333333333,7.0,2.0,600.0,1024.0,2.0833333333337123,5,2,0,11,2,2,2,2,6,3,2,0,2,2,2,5,1,3,0,4,1,0,0,4
SGH-T959V,32,galaxy s 4g,samsung,120.0,2011.0,2.0,2011.166666666667,4.0,5.0,800.0,480.0,5.999999999999773,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
RM-1067,32,lumia 640 lte,microsoft,150.0,2015.0,4.0,2015.333333333333,5.7,13.0,1280.0,720.0,1.8333333333337123,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
K30-T,32,k3,lenovo,80.0,2015.0,12.0,2016.0,5.0,8.0,1280.0,720.0,1.1666666666667425,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SCL-L03,32,y6,huawei,140.0,2015.0,10.0,2015.833333333333,5.0,8.0,1280.0,720.0,1.3333333333337123,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
AQ4501,32,canvas a1,micromax,90.0,2014.0,6.0,2014.5,4.5,5.0,854.0,480.0,2.6666666666667425,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
SGH-I997,32,infuse 4g,samsung,130.0,2011.0,5.0,2011.416666666667,4.6,8.0,800.0,480.0,5.749999999999773,4,7,3,3,0,1,3,1,3,7,5,9,5,5,0,10,3,6,1,3,3,1,9,9
R7s Plus,32,r7s plus,oppo,260.0,2015.0,12.0,2016.0,6.0,13.0,1920.0,1080.0,1.1666666666667425,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
Noir A12,31,noir a12,qmobile,80.0,2012.0,5.0,2012.416666666667,4.3,5.0,800.0,480.0,4.749999999999773,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
A61,31,bolt,micromax,60.0,2013.0,12.0,2014.0,4.0,2.0,800.0,480.0,3.1666666666667425,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,9,2,2,2,0
X2-TO,31,vibe x2,lenovo,330.0,2014.0,6.0,2014.5,5.0,13.0,1920.0,1080.0,2.6666666666667425,2,6,7,4,1,0,4,0,1,2,1,1,3,3,3,3,5,2,4,1,6,6,6,6
C6506,31,xperia zl,sony,260.0,2013.0,3.0,2013.25,5.01,13.0,1920.0,1080.0,3.9166666666667425,2,6,4,4,1,0,4,0,4,0,8,9,5,5,0,2,5,2,4,6,3,1,4,1
CHC-U03,31,g play mini,huawei,170.0,2015.0,4.0,2015.333333333333,5.0,13.0,1280.0,720.0,1.8333333333337123,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
SM-A710L,31,galaxy a7 (2016),samsung,460.0,2016.0,12.0,2017.0,5.5,13.0,1920.0,1080.0,0.16666666666674246,6,3,2,6,4,4,0,4,5,4,7,8,6,6,6,6,4,1,7,7,0,3,3,3
GT-S6790N,31,galaxy fame lite,samsung,70.0,2013.0,10.0,2013.833333333333,3.5,3.0,480.0,320.0,3.3333333333337123,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
XT1049,31,moto x,motorola,320.0,2013.0,8.0,2013.666666666667,4.7,10.0,1280.0,720.0,3.4999999999997726,2,6,7,4,0,1,9,9,4,0,8,9,5,5,0,2,5,2,3,6,6,6,6,6
SGH-M819N,31,galaxy mega 6.3,samsung,520.0,2013.0,9.0,2013.75,6.3,8.0,1280.0,720.0,3.4166666666667425,0,5,8,5,6,6,6,6,4,0,6,6,5,5,0,2,5,1,3,5,6,6,6,6
VS930,31,spectrum ii,verizon,170.0,2012.0,10.0,2012.833333333333,4.7,8.0,1280.0,720.0,4.333333333333712,4,7,4,3,0,1,9,9,3,7,8,9,5,5,0,10,3,6,1,8,3,1,4,1
A28,31,a28,,40.0,2013.0,,2013.5,3.5,0.3,480.0,320.0,3.6666666666667425,1,1,0,11,0,3,1,7,3,5,0,3,0,0,8,8,6,5,5,8,3,1,4,1
F370L,31,f70,lg,200.0,2014.0,5.0,2014.416666666667,4.5,5.0,800.0,480.0,2.7499999999997726,1,1,0,7,2,2,2,2,2,5,0,5,0,0,5,11,6,5,4,1,2,2,2,0
GT-I9220,31,galaxy note,samsung,270.0,2012.0,10.0,2012.833333333333,5.3,8.0,1280.0,720.0,4.333333333333712,4,5,8,9,0,1,9,9,4,0,8,9,5,5,0,2,5,2,4,6,5,5,5,2
SM-T561Y,31,galaxy tab e,samsung,200.0,2015.0,7.0,2015.583333333333,9.6,5.0,1280.0,800.0,1.5833333333337123,5,2,6,0,2,2,2,2,0,6,9,10,2,2,2,5,1,3,6,10,1,0,0,4
Q-Smart QS550,31,q-smart qs550,qmobile,80.0,2013.0,,2013.5,5.5,5.0,960.0,540.0,3.6666666666667425,1,1,0,11,0,3,1,7,3,5,0,5,5,5,0,10,6,5,5,8,3,1,4,1
Mi 2SC,31,mi 2sc,xiaomi,250.0,2013.0,10.0,2013.833333333333,4.6,5.0,720.0,1024.0,3.3333333333337123,1,1,0,7,0,1,3,1,3,5,0,5,0,0,5,11,6,5,4,1,2,2,2,0
G610-U15,31,g610s,huawei,150.0,2013.0,8.0,2013.666666666667,5.0,5.0,960.0,540.0,3.4999999999997726,1,1,0,11,0,3,1,7,3,5,0,5,5,5,0,10,6,5,5,8,3,1,4,1
Mi 1S,31,mi-one s,xiaomi,90.0,2012.0,5.0,2012.416666666667,4.0,8.0,854.0,480.0,4.749999999999773,4,7,3,3,0,1,9,9,3,7,5,3,5,5,0,10,3,6,1,3,3,1,9,9
700P11A,31,700p11a,ktc,140.0,2012.0,9.0,2012.75,7.0,0.3,480.0,800.0,4.4166666666667425,4,7,3,3,0,3,1,11,6,3,2,7,2,2,2,4,1,4,8,2,1,0,8,8
SM-G5108Q,30,galaxy core max,samsung,250.0,2014.0,4.0,2014.333333333333,4.8,8.0,960.0,540.0,2.8333333333337123,1,0,4,7,5,5,5,5,4,0,8,6,5,5,0,2,6,5,4,1,2,2,2,0
Fire HDX 8.9 4G,30,fire hdx 8.9 4g,amazon,80.0,2014.0,6.0,2014.5,8.9,8.0,1600.0,2560.0,2.6666666666667425,1,1,4,7,5,5,5,5,0,6,9,0,2,2,2,4,1,3,0,4,1,0,0,4
Blade C341,30,blade c341,zte,80.0,2015.0,2.0,2015.166666666667,4.0,5.0,800.0,480.0,1.9999999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
T815,30,tempo,telstra,520.0,2015.0,9.0,2015.75,4.0,2.0,800.0,480.0,1.4166666666667425,0,0,5,5,6,6,6,6,2,1,6,6,1,1,1,0,4,1,9,0,4,4,1,5
M74,30,m74,dns,90.0,2013.0,9.0,2013.75,7.0,2.0,600.0,1024.0,3.4166666666667425,1,1,0,11,0,3,1,7,6,3,2,0,2,2,2,5,1,4,0,4,1,0,0,4
GT-S7275Y,30,galaxy ace 3,samsung,130.0,2013.0,7.0,2013.583333333333,4.0,5.0,800.0,480.0,3.5833333333337123,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
6600LVW,30,one max,verizon,370.0,2013.0,10.0,2013.833333333333,5.9,4.0,1920.0,1080.0,3.3333333333337123,0,5,8,9,0,1,3,1,4,0,6,6,0,7,7,7,5,2,3,5,6,6,6,6
GT-I8262D,30,galaxy duos,samsung,160.0,2013.0,6.0,2013.5,4.3,5.0,800.0,480.0,3.6666666666667425,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
Dual S,30,telpad dual s,telpad,150.0,2013.0,2.0,2013.166666666667,7.0,3.0,600.0,1024.0,3.9999999999997726,1,1,0,11,0,3,1,7,6,3,2,7,2,2,2,4,1,4,8,2,1,0,8,8
6039A,29,one touch idol 3,alcatel,100.0,2015.0,10.0,2015.833333333333,4.7,13.0,1280.0,720.0,1.3333333333337123,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
M8MINx,29,one mini 2,htc,440.0,2014.0,5.0,2014.416666666667,4.5,13.0,1280.0,720.0,2.7499999999997726,2,6,7,2,1,0,4,0,5,4,1,1,3,3,3,3,5,2,3,5,6,6,6,6
C6943,29,xperia z1,sony,330.0,2013.0,9.0,2013.75,5.0,20.7,1920.0,1080.0,3.4166666666667425,2,6,9,10,1,0,8,8,1,2,1,1,3,3,3,3,5,2,3,6,6,6,6,6
XT1028,29,moto g,verizon,240.0,2013.0,8.0,2013.666666666667,4.5,5.0,1280.0,720.0,3.4999999999997726,1,1,0,7,0,1,3,1,3,5,0,5,0,0,5,11,6,5,4,8,3,1,4,1
