MODEL, MARKETING_NAME, VENDOR, DISPLAY_HEIGHT, DISPLAY_WIDTH, CAMERA_PIXELS, YEAR_RELEASED, DIAGONAL_SCREEN_SIZE, REACH
Skate,skate,zte,800,480,5,2011,4.3,1
10BPE0H,endeavour 1000,blaupunkt,768,1024,2,2012,10,1
S989,s989,lenovo,1280,720,13,2013,5.3,1
Forward Ruby,forward ruby,ngm,854,480,12,2014,4.5,1
RC9731C,qoo q-pad,3q,768,1024,2,2013,9.699999999999999,1
A96,canvas power a96,micromax,854,480,5,2014,5,1
Ta-Fone A39 HD,ta-fone a39 hd,karbonn,600,1024,2,2013,7,1
SM-S978L,galaxy e5,samsung,1280,720,8,2015,5,1
Spad MiniQ,spad miniq,shinco,1024,768,5,2014,7.9,1
MPDC99 BT IPS,mpdc99 bt ips,mpman,768,1024,NULL,2012,9.699999999999999,1
Air 7.85 3G,air 7.85 3g,roverpad,1024,768,2,2014,7.85,1
A37B,bolt a37b,micromax,480,320,2,2014,3.5,1
IS05,is05,kddi,854,480,NULL,2011,3.4,1
M-PPxG410,m-ppxg410,mediacom,800,480,5,2014,4,1
NX16A11264,ares 11,nextbook,768,1366,2,2016,11.6,1
IQ445,genius,fly,800,480,NULL,2012,4,1
7260,7260,coolpad,800,480,NULL,2012,4,1
Excite 451q,excite 451q,cloudfone,854,480,8,2014,4.5,1
Joy A7G,joy a7g,bgh,854,480,8,2015,4.5,1
Fusion Aura Play,fusion aura play,cherry mobile,600,1024,2,2016,7,1
AX4Nano Plus,ax4nano plus,allview,1024,600,0.3,2015,7,1
PSP3453,wize a3,prestigio,854,480,2,2015,4.5,1
982O,982o,mts,800,480,5,2014,4,1
9981,blackberry porsche design p9981,blackberry,480,640,NULL,2011,2.8,1
T20,t20,asus,480,320,5,2011,3.2,1
S4035 3G,s4035 3g,own,1280,720,13,2015,5.5,1
T8600,t8600,huawei,480,320,NULL,2011,3.5,1
Y210S,y210s,huawei,480,320,2,2013,3.5,1
P1i,p1i,sony ericsson,320,240,NULL,2007,2.63,1
T701,t701,cellacom,320,240,2,2014,2.8,1
G720T,g720t,zte,1920,1080,13,2015,5,1
A4 Duo,a4 duo,allview,480,320,2,2013,3.5,1
C510b,salsa,htc,480,320,NULL,2011,3.39,1
DM-990,vega dm-990,brava,480,320,NULL,2012,3.5,1
A10t,tpad,teclast,768,1024,0.3,2012,9.699999999999999,1
APPTB101S,apptb101s,approx,768,1024,NULL,NULL,9.699999999999999,1
DL1168A,dl1168a,digiland,768,1366,2,2015,11.6,1
Primo E2,primo e2,walton,800,480,3.2,2014,4,1
iPhone,iphone,apple,NULL,NULL,NULL,NULL,NULL,1
Vertis 5010 Expi,vertis 5010 expi,overmax,540,960,8,2014,5,1
5228,5228,nokia,640,360,NULL,2010,4.24,1
Ixion EL150 Charger,ixion el150 charger,dexp,854,480,5,2015,5,1
E431g,optimus l3 ii,lg,320,240,3.15,2012,3.2,1
Studio C Mini,studio c mini,blu,800,480,5,2014,4.7,1
4Afrika,4afrika,huawei,800,480,5,2013,4,1
IQ4601,era style 2,fly,854,480,5,2014,6,1
Vivo 4.3,vivo 4.3,blu,800,480,8,2012,4.3,1
PRBT 920,prbt 920,probook,600,1024,0.3,2013,9,1
Styla,styla,aamra,960,540,5,2015,5,1
XFire,xfire,bluboo,960,540,8,2015,5,1
Quantum 600,quantum 600,goclever,720,1280,8,2014,6,1
K510c,k510c,sony ericsson,160,128,NULL,2006,1.8,1
GT-N7I00,gt-n7i00,samsung,1280,720,8,2012,5.5,1
generic,generic,huawei,NULL,NULL,NULL,NULL,NULL,1
ST13,streamachine,smartab,1920,1080,NULL,2015,13.3,1
204HW,204hw,softbank,800,480,5,2013,4,1
s4502,s4502,dns,960,540,8,2014,4.3,1
K1601,k1601,kismo,540,960,5,2016,5.5,1
XT811,digiflip pro xt811,flipkart,800,1280,5,2014,8,1
4060W,pixi 4 (5),alcatel,854,480,8,2016,5,1
AXS,axs,trio,768,1024,5,2014,7.85,1
T619,t619,k-touch,480,320,2,2013,3.5,1
U810,u2,iuni,2560,1440,13,2014,5.5,1
SV7612,sv7612,unknown,800,480,NULL,2013,7.01,1
SCH-I919U,galaxy s duos,verizon,800,480,NULL,2012,4.53,1
T-17P,t-17p,audiosonic,800,480,NULL,2012,7.01,1
5109,5109,coolpad,480,320,2,2014,4,1
CT1002,touch tablet 10,carrefour,768,1024,NULL,2011,10,1
A628T,a628t,lenovo,854,480,5,2014,5,1
Snap,snap,fly,800,480,5,2015,4,1
Via T10,via t10,casper,1200,1920,5,2014,10,1
Liquid,liquid,acer,800,480,5,2009,3.49,1
E71x,e71x,nokia,240,320,NULL,2009,2.37,1
IQ4501,evo energy 4,fly,854,480,8,2014,5,1
GTX75/Quickfire (Knick),quickfire (knick),utstarcom,320,240,NULL,2008,2.82,1
P560M,p560m,tcl,1280,720,8,2015,5.5,1
Blaze,blaze,cherry mobile,854,480,8,2012,4.7,1
L44VL,rebel lte,tracfone,850,540,5,2016,4.5,1
GT7301,sk-mtek gt7301,wondermedia,600,1024,2,2014,7,1
Nova Z45 plus,infinium z45 nova,videocon,854,480,5,2015,4.5,1
8.37z,8.37z,oplus,800,480,3.2,2013,4,1
7236 2G,slide 7236 2g,iball,480,800,2,2014,7,1
FamilyPad 2,familypad 2,archos,800,1280,2,2013,13.3,1
CT0712,ct0712,colortab,480,800,NULL,2012,7.01,1
Air,air,o+,1280,720,13,2014,5,1
6043A,one touch idol x+,alcatel,1920,1080,13.1,2014,5,1
AT7-A,excite 7c,toshiba,600,1024,0.3,2014,7,1
GBT9X,gotab x,my go,600,1024,2,2015,9,1
MPQC1010,mpqc1010,mpman,600,1024,0.3,2015,10.1,1
Pan7,unlimited tablet,jepssen,1024,600,2,2013,7,1
Mi-506,stellar mettle icon,spice,854,480,8,2014,5,1
Energy X Lte,energy x lte,blu,1280,720,8,2016,5,1
Mi-440,stellar mi-440,spice,800,480,1.3,2014,4,1
RX80,rhythm rx80,rivo,1280,720,8,2015,4.7,1
TF502T,transformer pad,asus,768,1366,2,2014,10.1,1
MPDC77 BT,mpdc77 bt,mpman,480,800,NULL,2013,7.01,1
i508,i508,phicomm,480,320,2,2013,3.5,1
P5005A,c5 turbo,polaroid,854,480,8,2016,5,1
B790,boost tango,zte,480,320,2,2012,3.5,1
RT3069BT,microbox,tengo,NULL,NULL,NULL,2015,NULL,1
A995L,one touch pop mega,alcatel,960,540,8,2014,6,1
SM-N910,galaxy note 4,samsung,2560,1440,16,2014,5.7,1
T-1006,t-1006,dgm,600,1024,NULL,2012,10.06,1
V703,v703,onda,600,1024,0.3,2014,7,1
360 Alpha Plus 2.0,360 alpha plus 2.0,oplus,960,540,5,2015,4.5,1
M7088,m7088,double power,600,1024,2,2012,6.98,1
TG01,tg01,toshiba,800,480,3.15,2009,4.1,1
MaxiPRO5,maxipro5,turkcell,854,480,NULL,2012,4,1
40c Titanium,40c titanium,archos,800,480,5,2014,4,1
GT-I6500u,saturn,samsung,320,240,NULL,2009,2.63,1
Noir A8,noir a8,qmobile,800,480,5,2012,4.3,1
A704,inspire x,gtel,728,480,5,2013,4,1
Magnum 2X,magnum 2x,cherry mobile,800,480,5,2011,3.79,1
V889S,v889s,zte,800,480,5,2012,4,1
PGN516,plume p5,condor,1280,720,8,2015,5,1
Smart II,tcl v860,vodafone,480,320,3.15,2012,3.2,1
GT-C3520,gt-c3520,samsung,320,240,1.3,2011,2.4,1
TAQ-10122,taq-10122,denver electronics,1024,600,0.3,2015,10.14,1
Agua Infinity,agua infinity,myphone,1920,1080,8,2014,5,1
GT-S8003,jet,samsung,800,480,5,2009,3.14,1
Primo 81,primo 81,msi,768,1024,2,2014,7.85,1
PSP7505,grace x7,prestigio,1280,720,13,2015,5,1
S5i,titanium s5i,karbonn,960,540,8,2014,5,1
Vivo IV,vivo iv,blu,1920,1080,13,2014,5,1
XW-I8,itv,samtech,NULL,NULL,NULL,2013,NULL,1
MID713,mid713,seasize,480,800,0.3,2013,7,1
Tango 2,tango 2,idroid,1280,720,8,2015,5,1
E3 Living,e3 living,allview,854,480,8,2015,4.5,1
T408,micro cruz,velocity,800,600,NULL,2011,8,1
GT-I9080,galaxy grand,samsung,800,480,8,2013,5,1
A75L,elevate y power,evercoss,1280,720,13,2015,5,1
TS9708B,qoo surf,3q,768,1024,NULL,2012,9.77,1
SM-B313E,metro 313,samsung,160,128,0.3,2014,2,1
DFP7005,dfp7005,da and fong industrial,480,800,0.3,2012,7,1
Storm X450,storm x450,e-boda,854,480,5,2014,4.5,1
Staraddict 2 Plus,staraddict 2 plus,sfr,800,480,5,2013,4.3,1
P900,p900,polaroid,600,1024,2,2015,9,1
SM-P905F0,galaxy note pro 12.2 lte,samsung,1600,2560,8,2014,12.2,1
S2005,star 2,zte,1920,1080,13,2014,5,1
PF73,phonetab,xtouch,480,800,0.3,2013,7,1
Iris 400s,iris 400s,lava,800,480,5,2014,4,1
M860,m860,huawei,480,320,NULL,2009,2.84,1
Aqua Wonder,aqua wonder,intex,960,540,2,2013,4.5,1
Mi-549,stellar 549,spice,1920,1080,8,2014,5.5,1
GT-S5310L,galaxy pocket neo,samsung,320,240,2,2013,3,1
F200LS,optimus vu ii,lg,1024,768,8,2012,5,1
M-MP102S2B,smart pad 102 s2b,mediacom,800,1024,2,2012,10.1,1
Basco L2,basco l2,jinga,1280,720,8,2015,5,1
N002,epade s90 3g,neo,960,540,8,2012,4.5,1
E617G,e617g,lg,480,320,NULL,2012,4.01,1
A73,a73,micromax,480,360,2,2011,3.51,1
M-5351,boss sleek,spice,320,240,0.3,2013,2.4,1
A069,bolt a069,micromax,854,480,5,2014,5,1
Cloud Breeze,cloud breeze,intex,854,480,5,2015,5,1
Ixion XL140 Flash,ixion xl140 flash,dexp,800,480,8,2015,4,1
Surfer 10.11,surfer 10.11,expaly,1280,800,NULL,2012,10.13,1
Z990,avail,zte,480,320,NULL,2011,3.5,1
T328t,desire vt,htc,800,480,NULL,2012,4.02,1
S300,s300,acer,1024,480,NULL,2011,4.8,1
G905,g905,yxtel,480,320,0.3,2013,3.5,1
PMP7100D,multipad 10.1 ultimate,prestigio,800,1280,1.9,2013,10.1,1
MF1011,airtab mf1011,dns,800,1280,2,2015,10.1,1
GT-E3213K,gt-e3213k,samsung,160,128,NULL,2011,2.01,1
TU-7981B,tu-7981b,xie he kong,600,1024,2,2015,7,1
Prime 500d,prime 500d,arcmobile,800,480,5,2013,5,1
AT830,regza tablet,toshiba,900,1600,5,2012,13.3,1
XZPAD970H,zelig pad 970h,exagerate by hamlet,768,1024,2,2012,9.699999999999999,1
X550,alpha 8,infinix,1280,720,13,2014,5.5,1
907,prime,venera,480,800,0.3,2013,7,1
ZenPad 7.0,zenpad 7.0,asus,800,1280,8,2015,7,1
97 Titanium HD,97 titanium hd,archos,1536,2048,5,2013,9.699999999999999,1
MOMO12,momo12,ployer,800,1280,NULL,2012,10.13,1
P712,optimus l7 ii,lg,800,480,8,2013,4.3,1
U8812D,ascend g302d,huawei,800,480,NULL,2012,4,1
Titanium Desire S30,titanium desire s30,karbonn,854,480,8,2015,4.5,1
A57,ninja 3,micromax,480,320,NULL,2012,3.5,1
C46B2H,andromax ec,smartfren,800,480,5,2015,4,1
Cube,cube,myphone,960,540,8,2014,5,1
GT-S6792L,galaxy fame lite duos,samsung,480,320,3,2013,3.5,1
M704S,m704s,keian,600,1024,NULL,2012,6.98,1
Noir i10,noir i10,qmobile,960,540,8,2014,5,1
Trendy,trendy,rage,800,480,5,2015,4,1
X451,x451,infinix,960,540,8,2013,4.5,1
SGH-T839,sidekick 4g,samsung,800,480,3.15,2009,3.5,1
Leo M1,leo m1,zte,854,480,5,2014,4.5,1
HLV-T702,hlv-t702,hi-level,800,400,0.3,2012,7,1
D727,3g vigor,lg,1280,720,8,2014,5,1
8X-1020,8x-1020,xolo,1280,720,8,2014,5,1
8715,8715,coolpad,1280,720,8,2014,5,1
PLT9602G,plt9602g,proscan,480,800,0.3,2014,9,1
Mobile Sosh,mobile sosh,orange,854,480,5,2013,4.3,1
X50,x50,lava,1280,720,8,2016,5.5,1
Vowney Lite,i-smart,elephone,1080,1920,21,2015,5.5,1
W606,w606,tianyu,480,320,NULL,2010,3.5,1
Neo X Plus,neo x plus,blu,1280,720,8,2016,5.5,1
AL101,mid al101,irulu,720,1280,0.3,2013,10.13,1
Ixion Energy,ixion energy,dexp,1920,1080,13,2015,5,1
S812,s812,unknown,NULL,NULL,NULL,NULL,NULL,1
LETAB1014,supernova s,leotec,600,1024,2,2015,10.1,1
A66S,elevate z,evercoss,960,540,13,2015,6,1
It1408,it1408,itel,854,480,5,2016,4,1
5891,5891,coolpad,960,540,5,2013,5,1
Ghost,ghost,ag mobile,1280,720,13,2015,5.5,1
Up Mini,up mini,starmobile,854,480,8,2015,4.5,1
A9+,a9+,celkon,480,320,2,2013,3.5,1
VP-11,onyx,vestel,800,1280,2,2012,10.1,1
MID77C,mid77c,mpman,800,480,NULL,2012,7.01,1
IQ436,era nano 3,fly,480,320,3.2,2015,3.5,1
Glacier,glacier,htc,800,480,NULL,2009,3.8,1
Noir A5 Classic,noir a5 classic,qmobile,480,320,5,2013,3.77,1
C25,noa,h18,854,480,5,2014,4,1
N909D,n909d,zte,854,480,5,2012,4.5,1
GT-C3260,gt-c3260,samsung,320,240,0.3,2013,2.4,1
I9377,i9377,haipai,854,480,0.3,2013,4.7,1
BS 401,bs 401,bouygues,800,480,5,2012,4,1
861,861,vodafone,480,320,NULL,2012,3.2,1
N1W,teca,teca,1920,1080,18,2015,5.5,1
Yu Yureka,yu yureka,micromax,1280,720,13,2015,5.5,1
Q383,bolt,micromax,854,480,2,2016,5,1
E900,optimus 7,lg,800,480,5,2010,3.82,1
miTab Advance,mitab advance,wolder,1536,2048,2,2014,9.699999999999999,1
TBDC1093,tbdc1093,zeki,600,1024,0.3,2013,10.1,1
Zeta 2,zeta 2,primux,960,540,8,2014,5,1
Cynus E4,cynus e4,mobistel,800,480,8,2016,4,1
WTAB 970,wtab 970,i-life,1024,768,8,2015,9.699999999999999,1
X2 Soul Style Plus,x2 soul style plus,allview,1280,720,13,2015,5,1
P580,p580,micromax,1280,720,5,2014,7.8,1
i2s,i2s,innjoo,1280,720,5,2014,5,1
ViewPad 7e,viewpad 7e,viewsonic,800,600,NULL,2011,6.99,1
Q-Wave L70N,q-wave l70n,quantum,600,1024,2,2014,7,1
8000D,one touch scribe easy,alcatel,800,480,5,2013,4.99,1
V8506,v8506,viettel,854,480,3,2014,4.5,1
HG-9041,hg-9041,haier,480,800,NULL,2014,9,1
P500M,p500m,tcl,854,480,5,2014,5,1
SHW-M290K,galaxy gio,samsung,480,320,3.15,2011,3.2,1
Volt,volt,vortex,854,480,5,2016,5,1
A330,fantasy selfie 2,mito,800,480,8,2014,4.7,1
NS-15AT10,flex tablet,insignia,800,1280,5,2014,10.1,1
E987,optimus g,lg,1280,768,13,2013,4.7,1
GT100 SL,gt100 sl,firefly,960,540,8,2015,5,1
BPM8040,bliss pad m8040,bliss,800,1280,5,2014,8,1
9748DCB,9748dcb,dmtech,768,1024,2,2013,9.699999999999999,1
Asha 200,asha 200,nokia,320,240,NULL,2011,2.4,1
Tab Fast,tab fast,beeline,600,1024,5,2015,7,1
v1605,mercury,vodafone,320,240,1.9,2005,2.8,1
T9295,hd7,htc,800,480,5,2010,4.3,1
Dynamic Jump,dynamic jump,ngm,800,480,5,2014,4,1
SCH-R820,galaxy admire 4g,samsung,480,320,3.2,2012,3.65,1
6710s,6710 navigator,nokia,320,240,NULL,2009,3.15,1
TM400,tm400,airis,480,320,3,2012,4,1
5200,5200,nokia,160,128,0.3,2006,2,1
GT10K-QC,geotab,3go,600,1024,2,2014,10.1,1
T880G,t880g,etuline,768,1024,5,2015,8,1
PH520,ph520,mpman,800,480,5,2014,NULL,1
A7K,a7k,evercoss,854,480,13,2014,4.5,1
P50 Idol,p50 idol,panasonic,1280,720,8,2015,5,1
6760s,6760 slide,nokia,240,320,NULL,2009,2.41,1
Y560-L23,y5,huawei,854,480,5,2015,4.5,1
S700A,equal,posh,480,800,5,2014,7,1
P61,p61,panasonic,1280,720,8,2014,6,1
PMT3047,multipad 7.0 wize 3047,prestigio,600,1024,1.9,2014,7,1
T760,telstra smart touch 2,zte,480,320,NULL,2012,3.5,1
Casper,casper led tab,intreeo,800,480,2,2012,7.01,1
GL-700,gl-700,globusgps,600,1024,2,2012,6.98,1
C900,optimus 7q,lg,800,480,5,2010,3.82,1
Noir A30,noir a30,qmobile,480,320,2,2013,3.5,1
A851L,one touch sonic,alcatel,854,480,5,2014,4.6,1
P6 Life,p6 life,allview,1280,720,8,2014,5,1
LESPH5009,itrium y150,leotec,1280,720,5,2015,5,1
iPhone 3GS,iphone 3gs,apple,480,320,3.2,2009,3.5,1
Discovery Tab 8 3G,discovery tab 8 3g,general mobile,1024,768,2,2014,7.85,1
Aqua Q5,aqua q5,intex,854,480,8,2015,4.5,1
9300i,9300i,nokia,200,640,NULL,2005,4,1
D392,f60,lg,800,480,5,2014,4.5,1
Q2100,q2100,xolo,1280,720,8,2014,5.5,1
Aqua Y4,aqua y4,intex,854,480,5,2015,4.5,1
X402,diamond by swarovski,infinix,800,480,5,2013,4,1
TC1050G,tc1050g,time2touch,600,1024,NULL,2015,10.1,1
Butterfly M1,butterfly m1,tmax,800,480,5,2015,4,1
N802,n802,broncho,800,600,NULL,2012,8,1
Orin HD,orin hd,vonino,600,1024,0.3,2013,7,1
AX3 Duo,ax3 duo,maxx,800,480,5,2012,4,1
IQ4512 Quad,evo chic 4,fly,1280,720,8,2014,5,1
Max One 5.5,max one 5.5,ione,540,960,13,2015,5.5,1
S108,s108,cubot,960,540,2,2014,5.3,1
i-789M,i-789m,bak,480,800,12.1,2012,7,1
Bs 402,bs 402,bouygues telecom,800,480,5,2014,4,1
Ultra Air,ultra air,hyundai,1280,720,8,2015,4.8,1
3G 1026-Q18,3g 1026-q18,iball,600,1024,5,2014,9,1
Novapad Q10100,novapad q10100,crypto,1024,600,2,NULL,10.1,1
9700 IPS,9700 ips,szenio,768,1024,NULL,2012,9.699999999999999,1
PS7005MG,plane s7.0 3g,digma,600,1024,2,2016,7,1
Bravio,bravio,odys,768,1024,2,2013,7.9,1
S50A,s50a,advan,854,480,8,2014,5,1
C8650 Plus,c8650 plus,huawei,480,320,NULL,2011,3.5,1
845,845,vodafone,320,240,3.15,2010,2.8,1
Attitude 5.0,attitude 5.0,rage,854,480,5,2015,5,1
Elite 10Q,elite 10q,visual land,600,1024,2,2015,10.1,1
Fusion,fusion,odys,600,1024,2,2012,7,1
Endeavour 1001,endeavour 1001,blaupunkt,600,1024,8,2014,9.699999999999999,1
T11,t11,turkcell,320,240,NULL,2012,3.01,1
Iris Fuel F1 Mini,iris fuel f1 mini,lava,800,480,5,2015,4,1
AT1C,at1c,evercoss,1024,600,3,2014,7,1
8710,8710,coolpad,800,480,5,2012,4,1
CT740K,ct740k,ideausa,600,1024,3,2015,7,1
7100,android note 2,unknown,960,640,NULL,2013,5.3,1
GamePad,gamepad,archos,600,1024,0.3,2013,6.98,1
JAM,jam,i-mate,320,240,1.3,2005,2.42,1
Xplorer V49,xplorer v49,symphony,854,480,5,2016,4.5,1
LU3700,lu3700,lg,480,320,NULL,2009,3.2,1
M710,m710,unknown,800,480,NULL,2012,7.01,1
MB200,cliq,motorola,480,320,5,2009,2.84,1
A27,bolt,micromax,480,320,0.3,2013,3.5,1
A35S,a35s,azumi,480,320,5,2014,3.5,1
PTL21,vega ptl21,pantech,1280,720,NULL,2012,4.29,1
Era HD,era hd,xolo,1280,720,8,2015,5,1
BT-M716W,bt-m716w,benton,480,800,3,2014,7,1
Agua Ocean Lite,agua ocean lite,myphone,800,480,3.2,2014,3.97,1
Linq X100,linq x100,qmobile,854,480,5,2014,4.5,1
T101,t101,trinity,800,1280,5,2015,10.1,1
VM701,optimus slider,lg,480,320,NULL,2011,NULL,1
M72KG,m72kg,supera,600,1024,0.3,2015,7,1
A919i Duo,a919i duo,myphone,1280,720,8,2013,5,1
SCH-I510,droid charge,verizon,800,480,8,2011,4.3,1
HSG1303,hsg1303,hannspree,800,1280,2,2015,8,1
Andi 4.5P Glitter,andi 4.5p glitter,iball,854,480,8,2014,4.5,1
RT1,rt1,rveal,NULL,NULL,NULL,2016,NULL,1
Ursus NS310,ursus ns310,dexp,1280,800,2,2015,10.1,1
TELC-73GIQ,telc-73giq,telefunken,600,1024,0.3,2015,7,1
R708G,r708g,beneve,600,1024,2,2013,7,1
Cherry,cherry,mobicel,600,1024,NULL,2015,7,1
IM-A725L,sky vega x+,pantech,800,480,5,2009,4,1
Dragon Touch E70,dragon touch e70,tablet express,600,1024,5,2014,7,1
TAB710,tab710,dicra,800,480,NULL,2012,7.01,1
MD Droid,md droid,momodesign,800,480,NULL,2012,4,1
Venus X2,venus x2,hotwav,960,540,5,2015,5.5,1
Q820,q820,cherry mobile,854,480,8,2012,4.5,1
GT-B5310,gt-b5310,samsung,320,240,NULL,2009,2.63,1
P410i,funbook mini,micromax,600,1024,5,2014,7,1
3G-16,3g-16,techpad,800,1280,2,2016,7,1
GS290,cookie fresh,lg,400,240,2,2010,3,1
W737,w737,philips,960,540,5,2012,4.3,1
AT101T-114,at101t-114,bauhn,800,1280,5,2014,10.1,1
E455F,e455f,lg,800,480,5,2013,4,1
C5215,hydro edge,kyocera,800,480,5,2013,4,1
SA53G,sa53g,sansui,960,540,5,2014,5,1
TM-MID790Q,3g hello pad,touchmate,600,1024,2,2014,7,1
SCH-I400,galaxy s continuum,samsung,800,480,NULL,2009,3.4,1
SM-E7009,galaxy e7,samsung,1280,720,13,2015,5.5,1
Simba SX1,gsmart simba sx1,gigabyte,1280,720,13,2013,5,1
T327t,proto,htc,800,480,5,2013,4,1
Trooper X5.5,trooper x5.5,kazam,854,480,5,2013,5.5,1
Q101,q101,voyo,600,1024,NULL,2011,9.970000000000001,1
Venus 3,venus 3,kata mobile,800,480,1.2,2014,4,1
HS-U688,hs-u688,hisense,1280,720,8,2014,6,1
7216,7216,axxo,NULL,NULL,NULL,2015,7,1
TX58,tx58,irbis,600,1024,2,2015,10.1,1
P4013,p4013,medion,800,480,5,2013,4,1
S6-NT,s6,coolpad,1280,720,8,2014,5.5,1
SCH-i889,galaxy note,samsung,1280,800,8,2012,5.3,1
A4 You,a4 you,allview,480,320,3.15,2013,3.5,1
MG700i,mg700i,magnum tech,600,1024,2,2015,7,1
A746,a746,azpen,480,800,0.3,2016,7,1
Polaris,wemove polaris,ngm,480,320,3,2012,3.95,1
TM-MID792,tm-mid792,touchmate,800,480,2,2014,7,1
T520,t520,mito,480,800,2,2013,7,1
SGH-T959D,galaxy s facinate,samsung,800,480,NULL,2009,4,1
A69,bolt a69,micromax,854,480,5,2013,4.5,1
SGH-A697,sunburst,samsung,400,240,2,2010,3,1
Q93S,q93s,wintouch,800,480,2,2012,8.970000000000001,1
S5M,s5m,advan,960,540,8,2014,5,1
Smart TV Box,smart tv box,kddi,NULL,NULL,NULL,2012,NULL,1
6730c,6730 classic,nokia,320,240,NULL,2009,2.23,1
MOMO9 Plus 3,momo9 plus 3,ployer,480,800,1.3,2012,7,1
ImSmart A501,imsmart a501,impression,854,480,2,2015,5,1
Iris 325 Style,iris 325,lava,480,320,2,2015,3.5,1
Phablet PII,phablet pii,byond,1280,720,8,2013,5.7,1
LETAB719,l-pad quark,leotec,600,1024,2,2015,7,1
5.0 LTE,5.0 lte,wao,1280,720,3,2015,5,1
CTA-E07-14A,cta-e07-14a,casper,600,1024,2,2013,7,1
A70BHT,archos 7 home tablet v2,archos,480,800,0.3,2010,7,1
DFP7004,dfp7004,unknown,480,800,0.3,2012,7,1
A88,a88,micromax,854,480,5,2013,4.5,1
E708s 3G,e708s 3g,colorfly,600,1024,0.3,2014,7,1
D8.2 3G,actived,explay,768,1024,2,2014,8,1
MG-391,mg-391,maxtron,480,800,5,2012,7.01,1
R807,r807,oppo,800,480,8,2012,4,1
M8WHL,one m8,sprint,1920,1080,5,2014,5,1
SGH-S730G,galaxy discover,samsung,480,320,3.15,2012,3.5,1
W110,w110,cherry mobile,480,320,NULL,2011,3.5,1
Dash Music J101,dash music j101,blu,320,240,2,2012,2.8,1
E2371,sero,hisense,600,1024,2,2014,7,1
SPH-P500,galaxy tab 2 10.1,sprint,800,1280,3,2013,10.1,1
5860E,quattro 4g,coolpad,800,480,3.15,2012,4,1
5235,5235 comes with music,nokia,640,360,NULL,2010,4.24,1
Sense Gii,sense gii,ipro,NULL,NULL,5,2014,5.5,1
GT-S7273T,galaxy s2 tv,samsung,800,480,5,2013,4,1
Siroco 6,siroco 6,primux,800,480,2,2014,10.1,1
P8C,p8c,reeder,960,540,8,2015,5.5,1
MI701,mi701,yuqi electronic,800,480,NULL,2010,7.01,1
W3620,w3620,philips,800,480,5,2014,4,1
7.85 vQ,7.85 vq,trio,768,1024,2,2014,7.85,1
M222,m222,kulala,480,800,2,2014,7,1
787,787,avvio,854,480,8,NULL,4.5,1
HT7,m1007,fasttech,800,1280,5,2014,10.1,1
M845G,m845g,supra,768,1024,5,2013,7.85,1
Ixion P150,ixion p150 desert,dexp,1280,720,8,2015,5,1
C3-01,c3-01,nokia,320,240,5,2010,2.4,1
WS704D,penta t-pad,bsnl,600,1024,2,2014,7,1
Quantum 4,quantum 4,goclever,800,480,2,2013,4,1
S40D,magic,switel,800,480,3.2,2013,4,1
GEM10313BK,joytab,gemini,1024,768,NULL,2012,9.699999999999999,1
Iris Pro 20,iris pro 20,lava,960,540,8,2014,4.7,1
LS-4003,flame 4,lyf,800,480,2,2015,4,1
PAP3400DUO,multiphone 3400 duo,prestigio,800,480,3.15,2013,4,1
G521-L076,ascend g521,huawei,854,480,5,2014,4.5,1
8.31z,8.31z,oplus,480,320,3.1,2013,3.5,1
L-Ement 350,4 go,logicom,480,320,2,2014,3.5,1
Flare X V2,flare x v2,cherry mobile,1920,1080,13,2015,5.5,1
A199,ascend g710,huawei,1280,720,8,2013,5,1
wx_na_wf,shield tablet,nvidia,1200,1920,NULL,2014,8,1
MyT1 DTV,myt1 dtv,myphone,600,1024,2,2016,7,1
iCall,icall,i-joy,480,320,5,2013,3.5,1
X350,sync 3.5,plum,480,320,1.3,2014,3.5,1
Titanium S310,machone,karbonn,1280,720,8,2015,4.7,1
E128,e128,timmy,854,480,5,2014,4.5,1
U8110,t-mobile pulse mini/turkcell t10,huawei,320,240,NULL,2010,2.8,1
101P,panasonic 101p,softbank,960,540,13.2,2012,4.01,1
SCH-W2013,sch-w2013,samsung,800,480,8,2012,3.7,1
C10104,terra s,nomi,600,1024,2,2016,10.1,1
ET7008C-B13,epad colors,eurostar,480,800,2,2014,7,1
N986,n986,zte,1280,720,8,2013,5,1
TPC-81203G,tpc-81203g,vivax,800,1280,5,2013,8,1
LS676,tribute hd,lg,1280,720,8,2016,5,1
P5 Energy,p5 energy,allview,854,480,5,2015,4.5,1
Pine,pine,neptune,240,320,5,2014,2.4,1
SCH-I759,galaxy infinite,samsung,800,480,3.15,2013,4,1
Andy 4EI2,andy 4ei2,yezz,800,480,5,2015,4,1
W1-C00,ascend w1,huawei,800,480,5,2012,4,1
D2-927G,d2 pad premier,digital2,480,800,0.3,2013,9,1
AND1E TV,and1e tv,philips,NULL,NULL,NULL,2015,NULL,1
AS8,as8,aldo,854,480,13,2015,5,1
Melody,melody,rage,854,480,5,2015,4.5,1
Primus 94HD,primus 94hd,vonino,800,1280,5,2013,9.4,1
001DL,001dl,softbank,480,800,5,2010,3.06,1
Y600-U351,ascend y600,huawei,854,480,5,2014,5,1
Q900S,q900s,xolo,1280,720,8,2014,4.7,1
W720,w720,wynncom,480,320,1.3,2013,4,1
