MODEL, REACH, MARKETING_NAME, VENDOR, PRICE_RELEASED, YEAR_RELEASED, MONTH_RELEASED, TIME_RELEASED, DIAGONAL_SCREEN_SIZE, CAMERA_PIXELS, DISPLAY_HEIGHT, DISPLAY_WIDTH
GT-N7000B,26048,galaxy note,samsung,270,2011,10,2011.833333333333,5.3,8,1280,800
RM-885,25676,lumia 720,nokia,200,2013,4,2013.333333333333,4.3,6.1,800,480
IQ X Pro,25515,iq x pro,i-mobile,NULL,2015,NULL,2015.5,5,18,1280,720
T03A,25161,t03a,eken,NULL,2012,NULL,2012.5,7,1.3,480,800
V817,25139,v817,zte,NULL,2015,NULL,2015.5,4.5,5,854,480
V797,24762,v797,zte,NULL,2014,NULL,2014.5,3.5,3,480,320
C5302,24482,xperia sp,sony,180,2013,4,2013.333333333333,4.6,8,1280,720
GT-P6200,24414,galaxy tab 7.0 plus,samsung,260,2011,10,2011.833333333333,7,3.15,1024,600
C2305,24303,xperia c,sony,220,2013,7,2013.583333333333,5,8,960,540
Model 2,24172,model 2,oioo,300,2014,8,2014.666666666667,7,0.2,600,1024
S90-A,24002,sisley,lenovo,260,2014,11,2014.916666666667,5,13,1280,720
X909,23978,find 5,oppo,240,2012,1,2012.083333333333,5,13,1920,1080
Mi Max,23814,mi max,xiaomi,260,2016,5,2016.416666666667,6.44,16,1920,1080
Iris 354,23647,iris 354,lava,80,2013,NULL,2013.5,3.5,2,480,320
RM-994,23604,lumia 1320,nokia,210,2013,1,2013.083333333333,6,5,1280,720
Mi 5,23505,mi 5,xiaomi,370,2016,10,2016.833333333333,5.15,16,1920,1080
CHC-U23,23467,g play mini,huawei,170,2015,4,2015.333333333333,5,13,1280,720
Premium TAB 7,23273,premium tab 7,hometech,NULL,2014,NULL,2014.5,7,2,600,1024
Z130,22672,liquid z3,acer,110,2013,10,2013.833333333333,3.5,3.15,480,320
ME371MG,22645,fonepad,asus,160,2013,1,2013.083333333333,7,1.2,800,1280
GRA-UL00,22572,p8,huawei,240,2015,1,2015.083333333333,5.2,13,1920,1080
SM-G316HU,22332,galaxy s duos 3,samsung,220,2015,8,2015.666666666667,4,5,800,480
Hol-U19,22171,honor holly,huawei,140,2014,10,2014.833333333333,5,8,1280,720
Desire 820s,21651,desire 820s,htc,180,2014,6,2014.5,5.5,13,1280,720
SM-G316M,21640,galaxy ace 4 neo,samsung,220,2014,8,2014.666666666667,4,5,800,480
GT-P5200,21595,galaxy tab 3 10.1,samsung,260,2013,7,2013.583333333333,10.1,3,800,1280
A526,21520,a526,lenovo,70,2014,6,2014.5,4.5,5,854,480
GT-I9070,21472,galaxy s advance,samsung,150,2012,4,2012.333333333333,4.3,5,800,480
GT-S5310,21284,galaxy pocket neo,samsung,370,2013,NULL,2013.5,3,2,320,240
U Feel,21101,u feel,wiko,NULL,2016,9,2016.75,5,13,1280,720
B1-723,21045,iconia talk 7,acer,NULL,2015,NULL,2015.5,7,5,600,1024
Z90a40,20910,vibe shot,lenovo,300,2015,6,2015.5,5,16,1920,1080
GT-I8160,20776,galaxy ace 2,samsung,130,2012,5,2012.416666666667,3.8,5,800,480
F3216,20683,xperia xa ultra dual,sony,380,2016,7,2016.583333333333,6,21.5,1920,1080
Z205,20642,liquid z205,acer,90,2014,9,2014.75,4,2,800,480
R1011,20582,joy plus,oppo,100,2015,5,2015.416666666667,4,3,800,480
XT1032,20190,moto g,motorola,240,2013,8,2013.666666666667,4.5,5,1280,720
Nexus 7,19695,nexus 7,google,NULL,2012,NULL,2012.5,7,1.2,1280,800
P70-A,19640,p70-a,lenovo,240,2014,2,2014.166666666667,5,13,1280,720
X5Max,19623,x5max,vivo,430,2014,3,2014.25,5.5,13,1920,1080
RM-892,19596,lumia 925,nokia,260,2013,6,2013.5,4.5,8.699999999999999,1280,768
V816W,19441,v816w,zte,NULL,2014,NULL,2014.5,4.5,NULL,800,480
Mi 4W,19374,mi 4,xiaomi,300,2014,3,2014.25,5,13,1920,1080
V769M,19300,leo q2,zte,NULL,2014,NULL,2014.5,4,2,800,480
I6000,19263,i6000,inew,NULL,2013,NULL,2013.5,6.5,3,1920,1080
A1-713,19239,iconia tab 7,acer,NULL,2014,NULL,2014.5,7,2,600,1024
T00G,19232,zenfone 6,asus,250,2014,5,2014.416666666667,6,13,1280,720
GT-P3110,18774,galaxy tab 7,samsung,150,2012,5,2012.416666666667,7,3.15,1024,600
PB1-770M,18758,phab plus,lenovo,NULL,2015,NULL,2015.5,6.8,13,1080,1920
GT-S5360,18721,galaxy y,samsung,180,2011,NULL,2011.5,3,2,320,240
RM-1075,18495,lumia 640 lte,microsoft,150,2015,4,2015.333333333333,5,8,1280,720
RM-846,18401,lumia 620,nokia,120,2012,1,2012.083333333333,3.8,5,800,480
SM-G130HN,18229,galaxy young 2,samsung,100,2014,10,2014.833333333333,3.5,3.15,480,320
A328,18222,a328,lenovo,330,2014,1,2014.083333333333,4.5,5,854,480
Z370CG (P01V),18188,zenpad 7.0,asus,160,2015,8,2015.666666666667,7,8,1280,800
Magic,18124,magic,htc,90,2015,5,2015.416666666667,5,5,854,480
A5500-HV,17490,a8-50,lenovo,140,2014,6,2014.5,8,5,1280,800
Fever,17481,fever,wiko,NULL,2015,5,2015.416666666667,5.2,13,1920,1080
SM-C101,17446,galaxy s4 zoom,samsung,280,2013,7,2013.583333333333,4.3,16,960,540
U Feel Lite,17355,u feel lite,wiko,NULL,2016,9,2016.75,5,8,1280,720
G750-U10,17316,honor 3x g750,huawei,250,2013,12,2014,5.5,13,1280,720
GT-P6200L,17313,galaxy tab,samsung,260,2011,10,2011.833333333333,6.98,NULL,1024,600
V66,17176,v66,zte,NULL,2012,NULL,2012.5,7,5,800,1280
GT-P7500,16935,galaxy tab 10.1,samsung,410,2011,2,2011.166666666667,10.1,3.15,800,1280
V779M,16907,v779m,zte,NULL,2014,NULL,2014.5,4,5,800,480
GT-S5310B,16893,galaxy pocket neo,samsung,370,2013,NULL,2013.5,3,2,320,240
A1000-G,16841,ideatab a1000,lenovo,100,2013,9,2013.75,7,0.3,600,1024
SHV-E250K,16703,galaxy note 2,samsung,450,2012,4,2012.333333333333,5.5,8,1280,720
A6020a46,16275,vibe k5 plus,lenovo,140,2016,4,2016.333333333333,5,13,1920,1080
A369i,16265,a369i,lenovo,70,2013,NULL,2013.5,4,2,800,480
FE375CG (K019),16262,fonepad 7,asus,210,2014,NULL,2014.5,7,5,800,1280
D335,16139,l bello dual,lg,100,2014,9,2014.75,5,8,854,480
Z500,16013,liquid z500,acer,150,2014,NULL,2014.5,5,8,1280,720
RM-1045,15582,lumia 930,nokia,370,2014,7,2014.583333333333,5,20,1920,1080
GT-N7105,15574,galaxy note 2 lte,samsung,300,2012,9,2012.75,5.55,8,1280,720
C6603,15571,xperia z,sony,270,2013,2,2013.166666666667,5.01,13.1,1920,1080
TAG-L22,15277,enjoy 5s,huawei,NULL,2016,NULL,2016.5,5,13,1280,720
RM-1019,15198,lumia 530 dual sim,nokia,NULL,2014,NULL,2014.5,4,5,854,480
V765M,15182,leo s1,zte,NULL,2013,2,2013.166666666667,4,3.2,800,480
GT-I9250,14978,galaxy nexus,google,240,2012,1,2012.083333333333,4.65,5,1280,720
S60-a,14962,s60,lenovo,280,2015,3,2015.25,5,13,1280,720
Y600-U20,14819,ascend y600,huawei,100,2014,6,2014.5,5,5,854,480
LT26i,14751,xperia s,sony ericsson,180,2012,4,2012.333333333333,4.3,12,1280,720
S920,14555,s920,lenovo,250,2013,5,2013.416666666667,5.3,8,1280,720
RM-1068,14497,lumia 435,microsoft,70,2015,2,2015.166666666667,4,2,800,480
RM-825,14294,lumia 820,nokia,170,2012,11,2012.916666666667,4.3,8,800,480
GT-S6310,14278,galaxy young,samsung,90,2013,3,2013.25,3.28,3.15,480,320
MT7-L09,14180,ascend mate 7,huawei,500,2014,3,2014.25,6,13,1920,1080
C570,14155,hotmail phone,lg,NULL,2014,NULL,2014.5,4.7,5,960,540
Sunny,14056,sunny,forme,NULL,2016,5,2016.416666666667,4,5,800,480
GT-S5360B,13901,galaxy y,samsung,180,2013,NULL,2013.5,3,2,320,240
PF500KL (T00N),13882,padfone s,asus,250,2014,7,2014.583333333333,5,13,1920,1080
SM-T819,13876,galaxy tab s2,samsung,520,2016,9,2016.75,9.699999999999999,8,1536,2048
P7-L10,13871,ascend p7,huawei,180,2014,5,2014.416666666667,5,13,1920,1080
T06,13864,liquid zest,acer,200,2016,7,2016.583333333333,5,13,1280,720
Bloom,13836,bloom,wiko,NULL,2014,6,2014.5,3.89,5,800,480
RM-1096,13692,lumia 640 xl dual sim,microsoft,200,2015,4,2015.333333333333,5.7,13,1280,720
G500TG (Z00YD),13687,live,asus,NULL,2015,NULL,2015.5,5,8,1280,720
A6020a40,13624,vibe k5,lenovo,140,2016,4,2016.333333333333,5,13,1280,720
F5122,13594,xperia x,sony,400,2016,5,2016.416666666667,5,23,1920,1080
IQ5,13395,iq5,i-mobile,NULL,2012,NULL,2012.5,5,NULL,854,450
V972,13394,v972 quad core,onda,NULL,2012,NULL,2012.5,9.699999999999999,NULL,2048,1536
7D-501u,13393,mediapad x1,huawei,350,2014,4,2014.333333333333,7,13,1920,1200
SM-N910F,13364,galaxy note 4,samsung,550,2014,NULL,2014.5,5.7,16,2560,1440
H790,13316,nexus 5x,google,270,2015,10,2015.833333333333,5.2,12.3,1920,1080
SM-G800F,13311,galaxy s5 mini,samsung,220,2014,7,2014.583333333333,4.5,8,1280,720
S930,13289,s930,lenovo,220,2013,12,2014,6,8,1280,720
D5303,13236,xperia t2 ultra,sony,280,2014,3,2014.25,6,13,1280,720
P90,13219,p90,lenovo,450,2015,4,2015.333333333333,0.97,NULL,400,240
GT-P7300,13086,galaxy tab 8.9,samsung,290,2011,10,2011.833333333333,8.880000000000001,NULL,800,1280
Q.3778,13038,q.3778,qilive,NULL,2014,NULL,2014.5,10.1,5,800,1280
Pro 4 Tab 9.0,13023,pro 4 tab 9.0,piranha,270,2016,2,2016.166666666667,9,2,1024,600
D2533,12933,xperia c3,sony,190,2014,8,2014.666666666667,5.5,5,1280,720
GT-S6810P,12894,galaxy fame,samsung,120,2013,3,2013.25,3.5,5,480,320
ALE-L21,12828,p8 lite,huawei,170,2015,5,2015.416666666667,5,13,1280,720
ZC551KL (Z01BDC),12779,zenfone 3 laser,asus,270,2016,8,2016.666666666667,5.5,8,1920,1080
A500KL (T00P),12766,zenfone 5,asus,430,2014,7,2014.583333333333,5,8,1280,720
GT-N8010,12630,galaxy note,samsung,370,2012,NULL,2012.5,10.1,0.3,800,1280
R-Box,12613,r-box,unknown,200,2016,8,2016.666666666667,NULL,NULL,NULL,NULL
A500,12527,picasso,acer,430,2011,4,2011.333333333333,10.1,5,800,1280
R8111,12499,find melody,oppo,150,2012,12,2013,3.5,NULL,480,320
RM-1040,12459,lumia 730,nokia,170,2014,9,2014.75,4.7,6.7,1280,720
K910L,12368,vibe z,lenovo,480,2013,11,2013.916666666667,5.5,13,1920,1080
ADR6400L,12316,incredible hd,verizon,230,2011,3,2011.25,4.3,8,800,480
P8max,12237,p8max,huawei,500,2015,7,2015.583333333333,6.8,13,1920,1080
SM-G530H,12226,galaxy grand prime,samsung,150,2014,10,2014.833333333333,5,8,960,540
GT-S6310B,12201,galaxy young,samsung,90,2013,3,2013.25,3.27,3.15,480,320
S500,12122,s500,sami,NULL,2012,12,2013,4.3,NULL,960,540
RM-1141,12111,lumia 540 dual sim,microsoft,100,2015,5,2015.416666666667,5,8,1280,720
PE-TL10,12073,honor 6 plus,huawei,320,2014,12,2015,5.5,8,1920,1080
SM-A310F,11826,galaxy a3,samsung,230,2015,12,2016,4.8,13,1280,720
Viera TV,11809,viera tv,panasonic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
N5116,11749,n1 mini,oppo,330,2014,8,2014.666666666667,5,13,1280,720
SM-G903F,11729,galaxy s5 neo,samsung,370,2015,NULL,2015.5,5.1,16,1920,1080
SM-N9208,11640,galaxy note 5,samsung,530,2015,8,2015.666666666667,5.7,16,2560,1440
E2353,11618,xperia m4 aqua,sony,200,2015,6,2015.5,5,13,1280,720
S650,11560,s650,lenovo,270,2013,12,2014,4.7,8,960,540
E5333,11420,xperia c4 duo,sony,NULL,2015,NULL,2015.5,5.5,13,1920,1080
G6-U251,11356,ascend g6,huawei,140,2014,2,2014.166666666667,4.5,8,960,540
GEM-702L,11306,mediapad x2,huawei,350,2015,5,2015.416666666667,7,13,1200,1920
SM-J500FN,11271,galaxy j5,samsung,160,2015,6,2015.5,5,13,1280,720
D5503,11237,xperia z1 compact,sony,320,2014,1,2014.083333333333,4.3,20.7,1280,720
Nexus 6P,11212,nexus 6p,google,600,2015,11,2015.916666666667,5.7,12.3,2560,1440
H502,11103,magna,lg,140,2015,5,2015.416666666667,5,8,1280,720
Redmi Note 2,11092,redmi note 2,xiaomi,160,2015,8,2015.666666666667,5.5,13,1920,1080
A6010,11069,a6010,lenovo,150,2015,10,2015.833333333333,5,8,1280,720
A0001,11021,one,oneplus,400,2014,6,2014.5,5.5,13,1920,1080
GT-I9060,10967,galaxy grand neo,samsung,130,2014,2,2014.166666666667,5,5,800,480
G7-L03,10860,ascend g7,huawei,260,2014,10,2014.833333333333,5.5,13,1280,720
A3500-HV,10833,a7-50,lenovo,240,2014,6,2014.5,7,5,1280,800
SHV-E210S,10829,galaxy s3 lte,samsung,140,2012,7,2012.583333333333,4.8,8,1280,720
D2303,10829,xperia m2,sony,200,2014,4,2014.333333333333,4.8,8,960,540
LT25i,10789,xperia v,sony,230,2012,12,2013,4.29,NULL,1280,720
A56,10776,ninja 2,micromax,80,2012,7,2012.583333333333,3.5,3.15,480,320
G620S-L02,10401,g620s,huawei,180,2014,11,2014.916666666667,5,8,1280,720
A390,10317,a390,lenovo,70,2013,8,2013.666666666667,4,5,800,480
7047D,10298,one touch pop c9 dual,alcatel,NULL,2014,NULL,2014.5,5.5,8,960,540
Che2-L12,10284,honor 4x,huawei,NULL,2015,NULL,2015.5,5.5,13,1280,720
Fire Phone,10224,fire phone,amazon,80,2014,6,2014.5,4.7,13,1280,720
T620,10183,blade d2,zte,NULL,2015,NULL,2015.5,5,8,1280,720
S1a40,10051,vibe s1,lenovo,270,2015,11,2015.916666666667,5,13,1920,1080
GT-I9195,10034,galaxy s4 mini,samsung,230,2013,7,2013.583333333333,4.3,8,960,540
SM-G313ML,10026,galaxy ace 4,samsung,250,2014,8,2014.666666666667,4,5,800,480
Z528/T07,10024,liquid zest 4g,acer,110,2016,4,2016.333333333333,5,8,1280,720
MT7-TL10,10002,ascend mate 7,huawei,500,2014,3,2014.25,6,13,1920,1080
Z017D,9794,zenfone 3,asus,360,2016,8,2016.666666666667,5.2,16,1920,1080
S850,9769,s850,lenovo,200,2014,6,2014.5,5,13,1280,720
Highway Pure,9740,highway pure,wiko,NULL,2015,4,2015.333333333333,4.8,8,1280,720
One Max,9713,one max,htc,370,2013,11,2013.916666666667,5.9,4,1920,1080
A3300,9580,a7-30,lenovo,240,2014,11,2014.916666666667,7,2,1024,600
A7-30HC,9576,tab 2,lenovo,90,2015,1,2015.083333333333,7,2,1024,600
K900,9566,k900,lenovo,360,2013,4,2013.333333333333,5.5,13,1920,1080
Mi 4 LTE,9510,mi 4 lte,xiaomi,230,2014,12,2015,5,13,1920,1080
LT29i,9450,xperia tx,sony,330,2012,10,2012.833333333333,4.6,NULL,1280,720
A1-830,9444,iconia a1-830,acer,130,2014,3,2014.25,7.9,5,1024,768
SM-G900I,9366,galaxy s5,samsung,480,2014,4,2014.333333333333,5.1,16,1920,1080
SM-G313HZ,9341,galaxy ace nxt,samsung,250,2014,8,2014.666666666667,4,3.15,800,480
SM-T550,9339,galaxy tab a,samsung,370,2015,NULL,2015.5,9.699999999999999,5,1024,768
S800,9299,global edition,chl,120,2016,6,2016.5,5,8,960,540
IQ X Pro 2,9182,iq x pro 2,i-mobile,NULL,2015,NULL,2015.5,5.5,NULL,1920,1080
U7015,9041,find way,oppo,280,2013,12,2014,4.5,8,960,540
C6833,8995,xperia z ultra lte,sony,280,2013,7,2013.583333333333,6.4,8,1920,1080
Y600-U151,8952,ascend y600,huawei,100,2014,6,2014.5,5,5,854,480
One E8 Dual Sim,8903,one e8 dual sim,htc,350,2014,11,2014.916666666667,5,13,1920,1080
SM-G130M,8902,galaxy young 2,samsung,100,2014,10,2014.833333333333,3.5,3.15,480,320
SM-T331,8876,galaxy tab 4 8.0,samsung,300,2014,6,2014.5,8,3.15,1280,800
GT-S6102,8853,galaxy y duos,samsung,80,2012,2,2012.166666666667,3.14,3.15,320,240
9800,8838,torch,blackberry,110,2010,8,2010.666666666667,3.28,5,480,360
P1a42,8759,vibe p1,lenovo,260,2015,2,2015.166666666667,5.5,13,1920,1080
D5803,8659,xperia z3 compact,sony,330,2014,9,2014.75,4.6,20.7,1280,720
A700,8654,iconia tab a700,acer,530,2012,1,2012.083333333333,10.1,5,1200,1920
SHV-E330S,8645,galaxy s4 lte-a,samsung,390,2013,NULL,2013.5,5,13,1920,1080
SM-G920I,8593,galaxy s6,samsung,500,2015,4,2015.333333333333,5.1,16,2560,1440
ME175CG (K00Z),8497,fonepad 7,asus,220,2014,10,2014.833333333333,7,5,800,1280
Sunset 2,8463,sunset 2,wiko,NULL,2015,7,2015.583333333333,4,2,800,480
D5833,8457,xperia z3 compact,sony,330,2014,9,2014.75,4.6,20.7,1280,720
Z380KL (P024),8349,zenpad 8.0,asus,280,2015,7,2015.583333333333,8,8,800,1280
H788,8300,aka,lg,NULL,2015,NULL,2015.5,5,8,1280,720
Pro,8270,beeline pro,beeline,270,2015,2,2015.166666666667,4.5,8,854,480
C6903,8129,xperia z1,sony,330,2013,9,2013.75,5,20.7,1920,1080
GT-I9205,8081,galaxy mega,samsung,500,2013,4,2013.333333333333,6.3,8,1280,720
X520F,7971,xplay 3s,vivo,NULL,2014,NULL,2014.5,5.7,13,2560,1440
PB1-750M,7920,pb1-750m,lenovo,230,2015,6,2015.5,6.8,13,1280,720
816G,7894,desire 816g dual sim,htc,260,2014,10,2014.833333333333,5.5,13,1280,720
Browser - OS X,7833,browser - os x,opera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IQ X Pro 3,7778,iq x pro 3,i-mobile,NULL,2015,NULL,2015.5,5,NULL,1280,720
PlayStation 4,7760,ps 4,sony,NULL,2013,2,2013.166666666667,NULL,NULL,NULL,NULL
SM-G925I,7758,galaxy s6 edge,samsung,600,2015,4,2015.333333333333,5.1,16,2560,1440
SM-J700H,7755,galaxy j7,samsung,250,2015,6,2015.5,5.5,13,1280,720
Y511-U251,7745,y511-u251,huawei,130,2013,12,2014,4.5,3,854,480
SM-A300FU,7638,galaxy a3,samsung,230,2014,12,2015,4.5,8,960,540
GT-I9305,7615,galaxy s3 lte,samsung,320,2012,9,2012.75,4.8,8,1280,720
C6802,7583,xperia z ultra,sony,280,2013,7,2013.583333333333,6.4,8,1920,1080
SM-G928F,7510,galaxy s6 edge plus,samsung,530,2015,8,2015.666666666667,5.7,16,2560,1440
A3000,7491,3,lenovo,230,2016,12,2017,7,16,1920,1080
GT-I8190,7490,galaxy s3 mini,samsung,130,2012,11,2012.916666666667,4,5,800,480
SM-N910G,7476,galaxy note 4,samsung,550,2014,NULL,2014.5,5.7,16,2560,1440
ME173X (K00U),7428,memo pad hd7,asus,130,2013,7,2013.583333333333,7,5,1280,800
SM-G313H,7424,galaxy ace nxt,samsung,250,2014,8,2014.666666666667,4,3.15,800,480
RM-937,7414,lumia 1520,nokia,350,2014,11,2014.916666666667,6,20,1920,1080
E5823,7365,xperia z5 compact,sony,410,2015,10,2015.833333333333,4.6,23,1280,720
Y511-U30,7293,ascend y511-u30,huawei,130,2013,12,2014,4.5,3,854,480
H540,7249,g4 stylus,lg,250,2015,5,2015.416666666667,5.7,13,1280,720
A3003,7237,3,oneplus,400,2016,12,2017,5,16,1920,1080
XT1635-01,7180,moto z,motorola,NULL,2016,NULL,2016.5,5.5,16,1920,1080
Moto G (3rd Gen),7149,moto g (3rd gen),motorola,240,2015,8,2015.666666666667,5,13,1280,720
SM-N920I,7127,galaxy note 5 lte-a,samsung,530,2015,8,2015.666666666667,5.7,16,2560,1440
GT-P5210,7120,galaxy tab 3 10.1,samsung,370,2013,NULL,2013.5,10.13,3.2,800,1280
SM-A500FU,7120,galaxy a5,samsung,290,2015,11,2015.916666666667,5,13,1280,720
MI 3W,7092,mi 3w,xiaomi,170,2013,7,2013.583333333333,4.6,13,1920,1080
GT-S7500L,7061,galaxy ace plus,samsung,120,2013,2,2013.166666666667,3.65,5,480,320
T05A,7016,t05a,unknown,NULL,2012,NULL,2012.5,9.699999999999999,NULL,768,1024
HTL21,6962,j butterfly,kddi,300,2012,9,2012.75,5,8,1920,1080
SM-N900S,6893,galaxy note 3 lte-a,samsung,420,2013,9,2013.75,5.7,13,1920,1080
G730-U27,6878,ascend g730,huawei,270,2014,4,2014.333333333333,5.5,5,960,540
D618,6820,g2 mini 3g dual sim,lg,160,2014,4,2014.333333333333,4.7,8,960,540
SHV-E210K,6814,galaxy s3 lte,samsung,140,2012,7,2012.583333333333,4.8,8,1280,720
SF1,6801,sf1,obi worldphone,NULL,2015,NULL,2015.5,4.97,13,1920,1080
SHV-E160S,6784,galaxy note,samsung,130,2012,5,2012.416666666667,5.3,8,1280,800
S960,6752,idol x,lenovo,420,2014,12,2015,5,13,1920,1080
G730-U10,6747,ascend,huawei,270,2014,4,2014.333333333333,5.5,5,960,540
One E9+,6708,one e9 plus,htc,350,2015,11,2015.916666666667,5.5,20,2560,1440
S7-721u,6649,mediapad 7 youth2,huawei,160,2014,3,2014.25,7,3.15,600,1024
ME572CL (K00R),6505,memo pad 7,asus,240,2014,11,2014.916666666667,4.72,5,800,1280
A22,6498,mini pc,unknown,120,2013,2,2013.166666666667,3.89,NULL,800,480
myTouch 3G,6476,mytouch 3g,t-mobile,NULL,2007,NULL,2007.5,3.2,3.15,480,320
Omega Lite 2,6466,omega lite 2,cherry mobile,110,2016,12,2017,5,8,854,480
GRA-UL10,6464,p8 premium version,huawei,240,2015,1,2015.083333333333,5.2,13,1920,1080
Flash Plus,6455,one touch flash plus,alcatel,NULL,2015,NULL,2015.5,5.5,13,1280,720
ZC451CG (T00P),6431,zenfone 5,asus,90,2014,2,2014.166666666667,5,8,1280,720
RM-875,6409,lumia 1020,nokia,400,2013,7,2013.583333333333,4.5,41,1280,768
X3a40,6384,vibe x3,lenovo,190,2015,1,2015.083333333333,5.5,21,1920,1080
GT-P1000,6380,galaxy tab,samsung,150,2010,10,2010.833333333333,7,3.15,1024,600
One E8,6349,one e8,htc,350,2014,11,2014.916666666667,5,13,1920,1080
6042D,6326,one touch flash,alcatel,NULL,2014,NULL,2014.5,5.5,13,1280,720
T14 3G,6280,t14 3g,oysters,NULL,2013,NULL,2013.5,10.1,2,800,1280
M8ew,6269,one m8 dual sim,htc,NULL,2014,NULL,2014.5,5,13.2,1920,1080
SM-N900K,6252,galaxy note 3,samsung,420,2013,9,2013.75,5.7,13,1920,1080
GT-I8750,6211,ativ s,samsung,220,2012,12,2013,4.8,8,1280,720
SM-T531,6204,galaxy tab 4 10.1 3g,samsung,370,2014,NULL,2014.5,10.1,3.15,800,1280
RM-974,6188,lumia 635,nokia,110,2014,6,2014.5,4.5,5,854,480
Start 1,6129,start 1,nex,200,2013,4,2013.333333333333,4.5,2,800,450
V490,6071,g pad 8.0,lg,240,2014,8,2014.666666666667,8,5,800,1280
SM-N900A,6040,galaxy note 3,at&t,420,2013,9,2013.75,5.7,13,1920,1080
R8113,6003,piano,oppo,370,2013,12,2014,4,5,800,480
GT-I9506,5996,galaxy s4,samsung,390,2013,NULL,2013.5,5,13,1920,1080
GT-S7500,5975,galaxy ace plus,samsung,120,2012,2,2012.166666666667,3.6,5,480,320
VNS-L31,5965,p9 lite,huawei,280,2016,4,2016.333333333333,5.2,13,1080,1920
SM-G9350,5954,galaxy s7 edge,samsung,600,2016,3,2016.25,5.5,12.2,2560,1440
S660,5923,s660,lenovo,170,2014,6,2014.5,4.7,8,960,540
MT1-U06,5913,mt1-u06,huawei,500,2013,3,2013.25,6,8,1280,720
C2105,5871,xperia l,sony,130,2013,5,2013.416666666667,4.3,8,854,480
SM-N9200,5869,galaxy note 5,samsung,530,2015,8,2015.666666666667,5.7,16,2560,1440
GT-I9301I,5849,galaxy s3 neo,samsung,270,2014,6,2014.5,4.8,8,1280,720
Mi 4c,5816,mi 4c,xiaomi,210,2015,9,2015.75,5,13,1920,1080
A660,5813,a660,lenovo,110,2012,10,2012.833333333333,4,NULL,800,480
GT-P5110,5799,galaxy tab 2,samsung,280,2012,4,2012.333333333333,10.1,3,800,1280
T00F,5794,zenfone 5,asus,120,2014,1,2014.083333333333,5,8,1280,720
SGP621,5761,xperia z3 tablet,sony,380,2014,11,2014.916666666667,8,8,1920,1200
S820,5745,s820,lenovo,230,2013,5,2013.416666666667,4.7,12,1280,720
L102,5709,l102,unknown,NULL,2012,NULL,2012.5,3.49,NULL,800,480
D325,5703,l70 dual,lg,130,2014,5,2014.416666666667,4.5,5,800,480
P6-U06,5693,ascend p6,huawei,300,2013,1,2013.083333333333,4.7,8,1280,720
B6000-HV,5624,yoga tablet 8,lenovo,190,2013,10,2013.833333333333,8,5,800,1280
M681H,5594,m3 note,meizu,180,2016,4,2016.333333333333,5.5,13,1920,1080
D6603,5577,xperia z3,sony,340,2014,6,2014.5,5.2,20.7,1920,1080
One X,5567,one x,htc,360,2012,11,2012.916666666667,4.7,8,1280,720
G610-U20,5564,ascend g610,huawei,150,2013,8,2013.666666666667,5,5,960,540
7041D,5551,one touch pop c7,alcatel,NULL,2013,NULL,2013.5,5,5,854,480
Liquid Z630S,5522,liquid z630s,acer,NULL,2015,9,2015.75,5.5,8,1280,720
Arnova A80KSC,5514,archos arnova 8,archos,NULL,2011,NULL,2011.5,8,NULL,480,800
Z220,5499,liquid z220,acer,90,2015,4,2015.333333333333,4,5,800,480
A99,5490,a99,celkon,NULL,2014,NULL,2014.5,4.5,5,854,480
SHV-E160K,5489,galaxy note lte,samsung,130,2012,5,2012.416666666667,5.3,8,1280,800
N939Sc,5489,blad a711,zte,NULL,2015,NULL,2015.5,5.5,13,1920,1080
A850,5488,a850,,160,2013,4,2013.333333333333,5.5,5,960,540
Z160,5460,liquid z160,acer,130,2014,2,2014.166666666667,4,5,800,480
Desire 826,5457,desire 826,htc,200,2015,3,2015.25,5.5,13,1920,1080
ME372CG (K00E),5395,fonepad 7,asus,160,2013,1,2013.083333333333,10.1,2,800,1280
One M9 Plus,5370,one m9 plus,htc,500,2015,11,2015.916666666667,5.2,20,2560,1440
D410,5355,l90,lg,290,2014,4,2014.333333333333,4.7,5,960,540
C1905,5326,xperia m,sony,130,2013,8,2013.666666666667,4,5,854,480
GT-S5830,5317,galaxy ace,samsung,90,2011,2,2011.166666666667,3.5,5,480,320
Mi Note LTE,5256,mi note lte,xiaomi,160,2015,1,2015.083333333333,5.7,13,1920,1080
D2502,5226,xperia c3 dual,sony,250,2014,8,2014.666666666667,5.5,8,1280,720
H815,5217,g4,lg,340,2012,4,2012.333333333333,5.5,16,2560,1440
SM-G900H,5176,galaxy s5,samsung,480,2014,4,2014.333333333333,5.1,16,1920,1080
Blade S6 Plus,5130,blade s6 plus,zte,280,2015,4,2015.333333333333,5.5,13,1920,1080
SM-T530,5072,galaxy tab 4 10.1 lte,samsung,370,2014,NULL,2014.5,10.1,3.15,800,1280
Superpaquito,5056,superpaquito,imaginarium,NULL,2012,8,2012.666666666667,9.699999999999999,3,768,1024
SM-G901F,5049,galaxy s5,samsung,390,2014,8,2014.666666666667,5.1,16,1920,1080
